Thijssen,Dekker,Khanna,Mkhatrishvili,Schlapp,Marijnen,Zou,Mynott,Ning,Schmidt,Spanjers,Market
-0.42,-0.6,0.3,-0.56,-0.09,-0.07,-0.62,-0.71,0.02,-0.61,0.19,0.3
4.35,1.58,1.12,1.31,1.27,2.52,1.49,1.53,0.05,1.34,1.77,1.77
2.08,-0.16,-0.18,-0.17,0.45,0.37,-0.59,0.35,0.2,0.34,0.3,-0.49
0,0.68,0.64,-0.21,0.45,1.19,0.34,1.17,-1.1,0.01,0.84,0.84
0.95,-1.32,0.86,-0.29,0.04,-0.21,-0.84,-0.08,0.48,-0.75,-0.32,-0.37
0.39,0.22,1.29,0.91,0.81,0.32,1.53,1.83,1.61,1.2,0.5,0.82
0.92,0.29,0.87,0.94,1.22,1.31,0.62,0.04,1.07,0.65,1.41,1.09
3.67,-0.27,-0.33,0.67,0.7,0.1,0.37,1.2,-0.3,0.09,0.21,0.13
-0.27,-0.8,-1.23,-1.71,-0.45,-1.42,-1.44,-0.6,-0.13,-0.79,-0.68,-0.49
-0.89,-1.68,-0.4,-1.01,-0.41,-0.45,-0.85,-0.58,-0.45,-0.9,-0.63,-0.81
0.59,0.31,0.32,0.28,-0.83,-0.92,-0.31,-0.14,0.5,0.18,-0.51,-0.05
-1.13,-0.39,-0.89,-1.22,-1.03,-1.17,-1.66,-1.49,0.37,0.28,-0.85,-1.3
0.16,0.68,0.15,0.08,0.15,-0.32,0.13,0.02,0.01,0.26,-0.15,0.1
1.61,0.4,0.9,0.57,-0.5,0.01,0.42,-0.71,1.4,1.45,0.53,0.96
-1.42,0.27,0.22,0.05,-0.89,-0.43,-0.81,0.57,0.42,0.63,0,0.01
0.5,-1.04,-0.46,-1.45,-1.34,-0.96,-0.94,-1.05,-0.36,-1.05,-0.74,-0.8
-0.38,-0.55,-0.01,0.71,-0.7,0.84,0.43,-0.48,0.26,-0.19,0.48,0.24
1.24,0.07,0.85,0.51,0.41,0.41,0.19,0.55,0.01,0.14,0.54,-0.63
-1.8,-1.25,-1.33,0.16,-1.26,-0.26,-0.9,-0.37,0.2,-1.37,-0.65,-0.25
1.44,0.65,0.56,0.84,2.05,1.35,1.74,1.05,0.79,1.56,1.21,1.3
1.15,0.57,0.64,0.59,3.13,0.78,0.15,1.05,-0.14,-0.52,0.85,0.42
1.29,0.42,1.29,1.11,0.5,0.71,-0.21,1.14,-1.67,0.63,0.08,0.07
2.69,0.35,-0.28,-0.92,1.66,0.92,0.62,0.56,-0.23,-0.2,0.6,0.89
0.5,0,2.08,0.43,0.86,0.68,0.81,0.3,1.02,-0.05,0.14,0.84
-0.68,0.21,1.4,0.32,0.23,-0.14,0.31,0.6,0.09,0.47,0.3,0.19
0.54,-0.3,-0.84,-0.71,0.4,0.3,0.38,-0.02,-0.51,0.37,0.18,0.05
0.32,0.67,0.11,-1.12,-0.54,-0.39,0,-0.47,-0.7,0.6,-0.07,-0.55
0.66,1.42,1.5,0.88,1.25,0.56,1.12,0.94,-0.44,1.65,0.64,0.5
3.15,0.28,0.5,0.91,1.06,0.59,0.89,0.86,-0.35,0.36,0.58,0.02
-0.44,0.29,-0.05,0.88,-0.03,-0.1,0.37,0.61,0.07,-0.66,0.31,-0.23
1.49,0.9,0.45,0.54,1.28,0.87,0.67,1.37,0.55,0.29,-0.07,0.72
-2.07,-1.08,-0.9,-1.61,0.31,-0.39,0.33,-1.41,0.14,-1.01,-0.51,-0.42
-0.93,0.55,0.57,0.41,0.48,-0.07,-0.68,0.09,0.83,0.38,0.34,0.29
-1.26,1.13,0.29,1.59,0.2,-0.3,-0.07,0.48,0.49,0.88,-0.03,-0.16
-3.51,0.68,0.13,0.48,0.57,0.08,-0.29,0.07,0.33,-0.03,0.15,-0.21
0.56,-0.36,0.19,0.35,-0.82,-0.08,-1.32,-0.88,0.26,-0.11,-0.34,-1.03
3.15,0.19,0.6,0.42,1.39,0.62,1.02,1.12,1.3,0.81,1.08,1.31
-1.22,-1.4,-0.81,-0.74,-1.11,-0.84,-0.57,-0.93,-0.36,-1.02,-0.01,-0.7
-0.69,1.92,0.93,0.54,0.75,1.4,0.59,0.85,-1.06,0.33,0.8,1.06
-2.71,1.08,0.61,0.49,-0.33,0.31,0.05,-0.05,-0.6,1.5,-0.08,0.48
0.39,1.46,0.91,0.64,1.3,0.86,1.21,0.34,-0.59,1.7,0.93,0.16
-0.32,0.26,0.16,0.59,0.62,0.42,1.1,0.53,-1.54,0.66,0.42,0.86
2.21,-0.31,0.99,0.52,0.37,-0.07,0.04,0.36,0.51,0.64,-0.52,-0.14
-1.44,0.49,0.16,0.88,0.64,-0.33,-0.15,0.52,-0.32,0.77,0.28,0.31
0.95,-0.08,0.96,0.17,1.15,0.37,0.77,1.01,-0.3,0.77,0.44,0.12
0.12,0.5,0.2,0.14,-0.2,0.19,-0.06,-0.08,1,0.52,0.47,0.23
0.03,-1.3,-0.42,-1.68,-1.07,-0.19,-0.54,-0.64,-0.15,-0.73,-0.12,-0.33
-0.92,-0.66,0.25,-0.04,-0.43,0.14,-0.16,-0.01,0.94,-0.07,0.64,0.27
-2.53,0.57,0.42,0.24,-1.01,-0.4,0.36,0.24,0.27,0.79,0.22,-0.08
1.73,0.33,0.67,-0.36,-0.43,0.2,0.72,0.04,0.83,0.86,0.21,-0.09
0.4,-0.02,-0.86,-0.51,-0.98,-0.33,-1.44,-1.32,1.13,0.24,-0.13,-0.38
1.25,1.87,0.75,0.4,0.01,0.86,1.03,0.81,0.2,0.73,0.79,0.23
-2.84,-0.85,-0.75,-1.05,-1.72,-1.23,-1.7,-0.75,-0.03,0.5,-1.23,-0.73
3.48,-1.04,0.27,-0.1,0.98,0.18,0.05,0.28,0.67,0.11,0.03,0.11
-2.64,-1.13,-0.96,-0.84,-1.09,-1.56,-1.81,-1.68,0.69,-1.1,-1.46,-1.48
2.67,1.23,0.88,1.56,0.91,0.98,1.02,0.53,0.29,0.55,0.67,0.27
8.49,12.38,-1.71,-1.67,-1.08,-1.71,-1.65,-1.13,-0.02,-1.39,-2.16,-1.02
0.32,-0.49,0.39,-0.59,-0.44,0.01,-0.85,0.18,0.14,-0.32,0.29,0.58
-0.49,-0.53,-0.5,0.61,0.15,0.58,0.22,0.62,-0.07,-0.75,0.21,0.07
-0.47,-0.29,0.19,0.15,0.5,0.72,0.23,0.67,0.71,-0.07,0.61,0.36
1.27,-0.19,0.26,-0.01,-0.02,-0.19,-0.63,-0.16,0.56,0.33,0.38,-0.44
-0.48,1.41,0.79,1.27,1.59,1.52,1.54,0.46,0.9,0.75,1.01,0.87
1.9,-0.09,0.71,0.38,0.26,0.6,0.07,0.49,0.78,0.82,0.88,0.88
2.06,1.81,0.78,0.71,1.67,1.02,0.97,1.48,-2.36,-0.08,0.85,0.93
0.29,0.33,-0.8,-0.1,0.11,0.12,-0.15,-0.46,0.62,-0.44,-0.61,0.21
-2.85,-1.32,-0.86,-0.9,-1.84,-1.34,-1.84,-1.47,0.42,-0.64,-0.38,-0.69
-0.04,0.01,0.2,-0.2,0.02,0.82,0.1,0.57,-0.19,-0.06,0.95,0.86
0.31,0.47,0.14,0.41,0.1,-0.03,0.64,0.59,-0.07,0.57,-0.26,0.08
-2.25,0.36,-0.6,-0.71,-1.28,-0.56,-0.79,-1.12,-0.19,-0.42,-1.01,-0.16
0.3,0.39,0.71,1.19,1.1,0.55,0.4,0.53,-0.19,0.52,0.48,0.48
0.19,0.64,-0.06,-0.36,0.89,0.5,0.24,1.22,-0.35,0.69,0.01,0.27
0.2,0.83,0.76,0.72,1.4,0.35,0.22,0.28,1.25,0.7,0.16,-0.34
-0.53,-0.72,0.08,-1.01,0.23,-0.21,-0.44,0.05,-0.69,-1.2,-0.28,-0.1
-1.56,0.22,0.14,-0.67,-0.07,-0.41,-0.59,0.18,-0.39,0.07,0.14,0.15
-0.4,-1.07,-1.77,-0.94,-0.29,-1.03,-0.89,-1.61,0.03,-1.53,-1.25,0.22
0.25,0.96,-0.7,-1.01,0.56,0.24,-0.44,0.65,0.03,0.39,0.44,0.83
0.73,-0.15,0.96,1.3,1.36,0.76,0.43,0.47,1.05,0.2,0.12,-0.2
-1.41,-2.25,-1.29,-1.32,-0.01,-1.29,-0.45,-0.74,-1.06,-1.85,-2.15,-0.82
1.65,-0.88,-0.17,-0.25,-1.07,-0.86,0.73,-0.43,-0.4,-0.14,-1.11,-0.7
0.09,0.36,0.65,1.26,1.5,1,1.8,1.73,0.98,-0.13,0.92,0.51
-1.73,-0.72,-0.01,-0.82,-0.95,-0.05,-1.31,-0.61,-0.95,-0.6,0.26,-0.13
-0.28,1.35,0.27,0.19,1.17,0.67,1.89,0.73,0.65,0.92,0.49,0.67
-1.15,-0.65,1.46,0.09,0.39,-0.19,0.9,-0.84,0.16,0.2,-0.7,0.31
0.6,0.18,0.44,0.38,0.46,0.77,-0.06,0.41,0.79,0.49,0.73,0.46
-0.82,0.86,0.35,0.74,-0.59,0.27,1.53,0.33,-0.12,0.74,0.26,0.29
-1,0.6,-0.52,-0.3,0.13,0.2,0.03,-0.15,-0.2,0.91,-0.15,-0.04
-0.24,1.12,0.58,0.92,0.61,-0.23,-1.05,0.48,0.45,0.61,0.68,-0.05
-0.23,-0.28,-0.49,-1.07,-0.77,-0.71,-0.75,-0.29,-0.39,0.36,-0.26,-0.6
-2.73,-0.58,0.2,-2.02,-1.05,-0.61,-0.96,-1.02,-0.31,0.11,-0.44,-0.46
0.16,1.74,0.18,0.9,-0.94,0.29,1.59,0.75,0.75,1.66,0.54,0.69
-4.39,-2.17,-0.94,-1.24,-0.49,-1.5,-1.24,-1.26,0.01,-1.75,-1.46,-0.91
1.68,-0.29,0.75,1,1.97,0.66,1.57,0.8,1.22,0.41,0.81,0.86
0.19,0.59,0.22,0.27,0.94,0.45,0.13,0.55,0.4,0.99,0.23,0.3
0.86,1.46,0.58,0.34,-0.6,0.45,0.76,1.04,-0.05,1.06,0.1,0.25
1.87,0.38,2.07,1.7,1.26,0.92,0.62,0.76,-0.14,0.43,0.99,0.33
2.31,-0.18,0.74,-0.44,-0.83,0.18,-0.85,-0.4,-0.5,0.17,0.93,0.05
-0.72,-0.35,-0.2,-0.59,-1.06,-0.18,-0.6,-0.36,-0.35,0.24,-0.13,-0.19
0.4,-0.16,0.37,-0.25,0.86,0.84,0.28,0.34,0.36,-0.47,0.76,0.62
0.19,0.05,-0.03,0.32,0.68,0.7,1.23,0.66,-0.77,-0.97,0.43,0.74
-0.6,0.52,-0.34,-0.51,-0.47,0.37,-0.08,-0.06,-0.42,0.52,0.35,-0.01
1.37,-0.02,-0.3,0.45,0.48,0.34,-0.32,0.1,0.4,0.12,0.82,0.56
-0.29,-1.27,-0.84,-0.77,-0.55,-0.4,-0.85,-0.64,-0.01,-0.11,0.19,-0.41
-0.05,1.34,0.07,0.03,2.3,0.4,-0.15,-0.04,-0.2,1.31,0.55,0.08
-1.15,0.03,-0.3,-0.31,-0.27,-0.58,-1.02,-0.35,0.18,0.04,-0.06,-0.11
-1.29,-0.86,0.11,0.17,0.38,-0.44,0.07,0.26,0.88,-0.49,-0.87,-0.41
-3.28,-0.35,-0.07,-0.65,-0.51,-1.29,-0.66,-0.3,-0.06,-0.93,-0.74,-0.44
-0.6,-0.5,0.08,-0.62,0.46,0.19,-0.46,0.18,-0.77,0.27,-0.12,-0.18
0.05,0.46,0.74,0.79,0.54,0.42,0.18,1.15,0.14,0.56,-0.02,0.23
1.61,-0.32,-1.15,0.57,-0.1,-0.56,-0.04,-0.25,0.07,-0.36,0.14,0.37
1.28,0.02,-0.24,0.77,-0.34,-0.45,-0.49,-0.07,0.05,-0.46,0.1,0.03
-0.76,-0.29,-0.13,-0.98,0.41,0.44,-0.41,-0.1,0.52,-0.35,0.06,0.45
0.07,-0.22,0.05,0.15,1.58,0.19,1.28,0.87,-0.17,0.12,-0.25,0.12
-0.62,-0.15,-0.02,-0.98,0.19,-0.46,-0.73,-0.13,0.23,-0.47,-1.03,-0.71
1.42,0.02,0.43,0.03,0.9,0.72,0.11,1.13,-0.09,0.39,0.81,0.57
1.04,-1.07,-0.31,-0.21,-0.7,-0.28,1.05,-0.17,-1.53,-0.31,-0.03,0.06
0.23,1.07,0.87,0.3,1.04,1.26,2.04,0.09,0.46,0.56,1.45,0.77
0.99,0.24,-0.05,-0.64,0.05,0.03,-1.08,0.1,0.55,-0.44,-0.3,-0.13
5.78,-1.09,-0.92,-0.97,-1.1,-0.63,-1.02,-0.79,-0.57,-0.77,0.27,-0.31
-0.5,-0.06,-0.05,-0.31,-0.19,-0.22,-1.74,0.13,-0.84,0.34,0.39,-0.05
-2.27,0.86,-1.16,-1.21,-0.76,-1.19,0.7,-0.3,-1.19,0.32,-0.4,-0.4
0.57,0.25,-0.11,-0.48,0.55,0.09,-0.25,0.02,0.92,-0.1,0.07,0.27
0.4,-0.08,0.09,-0.33,-0.45,-0.02,-1.43,0.13,1.29,0.02,0.06,-0.03
1.72,-1.34,-1.02,-0.96,-1.23,-0.63,0.17,-0.29,-0.49,-0.94,-0.71,0.16
-1.15,-2.52,-1.05,-0.13,-1.07,-0.4,-0.32,-0.92,0.84,-2.52,-0.81,-0.21
2.1,1,0.81,0.11,0.37,0.81,0.75,1.1,-0.41,0.28,1.22,0.2
-1.98,-1.71,-1.74,-1.57,-1.09,-1.5,-1.67,-0.87,0.07,-0.69,-1.62,-0.93
-0.64,-0.94,-1.03,-0.93,-1,-1.68,-1.44,-1.32,0.88,-0.55,-0.85,-0.64
0.04,-0.2,-0.04,0.37,0.02,-0.76,0.18,-0.2,0.88,0.13,-1.14,-0.17
1.48,0.11,-1.47,-1.92,-0.42,-0.69,-2.08,-0.73,0.58,0.02,-0.64,-0.18
-4.76,-4.06,-2.74,-2.13,-2.82,-3.13,-3.77,-3.47,-0.79,-1.83,-3.24,-3.33
-2.69,-0.07,-0.78,-2.02,-2.49,-1.32,-0.77,-1.61,-2.06,-0.91,-1.32,-1.96
0.99,0.79,0.92,-0.53,0.19,0.85,0.04,0.08,-0.38,1.31,1.1,1.38
0.21,0.08,0.09,-0.03,0.21,0.17,-0.03,0.45,0.51,0.15,-0.09,-0.48
1.44,2.32,1.97,2.08,2.43,2.58,1.57,2.02,1.66,1.83,2.81,2.24
-2.17,-1.06,-0.3,-0.98,-0.87,0.13,-0.8,-1.11,-0.25,-0.15,-0.27,-0.08
-2.01,-1.12,-2.35,-1.37,-2.32,-2.1,-2.37,-2.65,0.03,-1.18,-1.26,-1.54
-0.99,-1.88,-0.88,-2.41,-0.88,-1.32,-0.89,-0.71,1.05,-2.05,-1.33,-0.25
-1.23,1.37,0.24,-1.19,-0.31,-0.45,-0.69,0.68,-0.76,0.41,-0.43,-0.38
-3.71,-0.26,-0.12,0.28,-1.05,-1.32,0.17,-1.74,-1,-0.43,-0.71,-0.62
-5.52,-1.22,-2.92,-3.51,-2.45,-3.69,-4.17,-3.57,0.56,-2.23,-3.63,-3.33
2.2,1.15,2.03,2.03,0.51,1.72,1.31,1.27,-1.02,0.92,1.59,1.93
-1.1,-1.33,-1.62,-0.64,0.18,-1.18,0.33,-0.85,-1.75,-1.18,-1.19,-1.65
-3.44,0.88,-0.11,-1.16,-0.47,-0.97,-0.14,-1.26,0.6,0.09,-1.31,-0.77
1.73,2.87,1.89,2.92,2.1,2.26,0.65,2.11,0.74,2.72,1.36,1.66
2.28,-0.11,-0.2,0.31,0.37,0.98,0.31,0.74,-0.93,-1.21,1.49,1.22
1.33,2.31,3.24,3.51,2.45,3.08,3.88,1.67,0.38,2.14,2.61,1.29
-0.93,0.67,0.16,0.86,0.47,0.33,-1.34,-0.11,-0.45,0.7,0.19,-0.53
1.96,0.17,-0.6,0.48,-0.7,-0.32,1.28,-0.04,1.46,0.13,-0.21,0.4
-0.52,0.22,2.61,0.38,-0.03,1.05,-0.17,1.33,1.02,0.64,0.27,0.58
2.46,0.08,-0.28,0.84,0.3,1.22,1.51,1.46,1.34,0.21,1.63,2.11
-3.23,1.66,-0.05,-1.32,0.66,-0.08,-1.3,-0.4,-0.4,0.97,-0.03,-0.28
-1.23,-1.77,-1.84,-2.13,-2.1,-1.67,-2.84,-1.67,0.17,-1.48,-2.25,-1.04
-4.02,-1.5,-1.62,-1.84,0.02,-2.93,-1.63,-1.49,-0.18,-1.2,-2.39,-2.06
-3.12,0.7,-0.63,0.42,0.13,0.08,0.65,-0.65,0,-0.27,-0.48,-0.13
0.08,-0.31,-1.13,-0.82,0.2,-0.62,0.73,-0.49,-1.09,-1.23,-1.41,-0.77
1.51,-0.72,2.11,-0.11,2.19,1.71,-1.12,1.3,-0.24,0.15,1.24,1.18
-0.59,0.06,-0.24,-0.14,-0.37,-0.2,-0.33,-0.49,1.44,-0.95,0.07,0.15
-0.26,-2.1,-1.24,-0.95,-2.26,-2.06,-1.26,-1.04,0.34,-1.74,-2.66,-1.88
-4.86,-0.92,-1.67,-1.98,-1.16,-1.64,-3.08,-2.9,-0.83,-2.63,-1.5,-1.85
2.3,1.85,1.03,1.76,0.85,1.09,1.6,1.26,-0.43,1.51,1.85,0.51
-3.2,-0.24,0.38,-0.1,0.43,0.23,-0.06,-0.12,-0.16,0.14,0.44,-0.55
0.45,1.79,0.22,0.52,0.55,0.87,1.55,0.7,0.79,0.43,0.75,1.62
-1.28,-1.43,-0.59,-0.59,-1.97,-0.89,-0.98,-0.36,0.08,0.03,-0.8,0.11
1.23,2.09,1.83,2.31,2.71,2.3,1.9,2.18,0.34,1.23,2.38,2.42
0.32,-0.81,0.38,-0.5,-1.86,-0.16,-1.04,-0.71,-0.48,-0.36,0.18,-0.22
-1.98,0.65,-1.15,-0.33,1.35,0.29,-0.08,0.3,1.11,-0.68,0.28,0.78
3.6,1.98,1.25,0.76,1.32,1.79,1.75,0.21,1.03,0.55,0.97,1.13
-4.6,-4.51,-3.34,-4.93,-3.37,-3.7,-4.51,-4.88,-0.85,-3.58,-3.31,-3.45
-4.04,-0.6,-0.17,0.09,-0.13,-1.36,-1.35,-0.77,-0.1,-0.2,-0.41,-0.16
-0.33,-3.09,-1.97,-1.87,-1.23,-2.19,-3.03,-2.85,0.34,-2.6,-1.84,-2.36
-3.75,-0.53,-0.87,-1.17,0.37,-0.39,-1.19,-0.92,0.23,-0.36,-0.1,0.1
-0.47,-0.03,-0.65,-1.49,1.61,-0.53,-0.16,-0.69,0.35,-0.98,-0.37,-0.08
0.58,0.18,0.83,1.33,1.87,1.32,0.91,0.2,0.2,0.27,0.83,0.68
-1.55,-3.06,-2.25,-2.02,-2.37,-1.24,-1.69,-2.5,0.51,-2.19,-1.7,-0.26
-4.17,-0.29,-0.63,-1.24,-1.46,-1.51,-0.85,-1.99,-0.46,-1.71,-1.57,-1.89
-2.88,-1.52,-2.04,-1.11,-3.51,-2.12,-1.91,-1.66,-3.08,-2.2,-3.11,-2.13
-3.34,0.52,0.12,0.51,-0.54,0.11,-0.05,-0.33,-0.86,0.19,-1.01,-0.03
-2.77,-1.65,-1.59,-1.09,-2.38,-2.14,0.29,-1.94,-0.2,-1.24,-1.58,-1.58
-4.13,-1.46,-0.94,-2.19,-1.62,-2.16,-1.07,-1.96,-0.15,-2.5,-2.6,-1.62
-2.58,-2.34,-3.73,-2.87,0.88,-1.89,-2.13,-1.97,-1.09,-2.4,-3.15,-2.17
-3.94,-1.53,-2.08,-1.64,-2.69,-1.58,-1.65,-2.22,-4.41,-0.88,-1.46,-2.55
7.51,4.71,2.72,3.53,3,3.79,2.23,3.48,2.16,4.15,3.68,5.06
-0.36,0.03,0.08,0.15,1.32,0.46,-0.38,-0.07,0.6,-1.04,0.09,0.78
0.75,0.12,1.02,0.74,1.86,1.31,0.83,1.32,0.3,1.23,1.77,-0.03
0.72,0.11,-0.22,1.32,-0.52,0.64,0.62,0.51,0.62,0.85,0.99,0.9
4.38,2.01,3.06,3.01,2.18,2.62,3.83,1.89,-1.46,2.49,2.88,0.23
-0.11,-1.9,-0.66,-0.88,-1.61,-2.84,-2.15,-2.5,-0.07,-1.3,-1.53,-2.45
5.36,2.93,3.44,4.73,2.33,3.93,4.51,3.98,1.84,2.63,4.33,3.55
3.93,1.55,2.23,2.29,1.86,2.25,2.15,1.66,-0.52,3.04,2.61,0.94
0.8,1.03,1.17,0.98,1.78,0.93,2.26,2.23,1.51,1.21,1.31,1.01
3.95,1.3,1.25,1.58,0.79,1.57,2.42,1.3,-0.35,0.94,1.41,0.56
0.41,-1.78,0.11,-0.01,0.57,0.57,0.24,0.37,1.14,-0.93,0.49,0.42
-1.12,0.87,0.19,0.22,-0.66,0.68,0.52,1.01,-0.49,1.49,0.16,-0.01
-0.5,-0.93,-0.8,-0.84,-0.25,-0.76,0.08,-0.37,-1.96,-1.04,-0.78,-0.6
1.02,1.13,0.29,0.2,-0.59,0.47,0.93,0.22,0.94,0.48,1.3,1.06
-0.09,0.02,0.74,-0.38,-0.54,0.43,1.21,0.31,0.64,0.23,0.35,0.28
0.3,1.23,0.12,1.6,1.14,0.6,0.73,1.42,0.7,0.84,0.55,0.75
2.66,1.75,-0.09,0.77,0.91,1.86,1.55,2.1,0.48,1.49,0.87,1.29
-3.84,-1.72,-0.64,-1.92,-1.57,-2.04,-1.53,-2.42,-0.44,-1.52,-1.89,-1.53
-1.67,0.54,0.52,-0.38,-1.06,-0.41,-1.87,-0.72,0.83,0.7,-0.43,0.15
1.04,0.08,0.27,1.58,-0.17,1.77,0.53,1.37,1.81,0.46,0.74,0.23
2.08,1.23,1.16,0.63,1.01,1.76,0.8,1.2,-1.05,0.84,1.49,0.9
-2.19,-0.53,-0.93,-0.11,-2.02,-0.67,-0.16,-0.4,-0.63,-0.02,-0.79,-0.8
0.06,-0.29,-0.09,0.24,0.81,0.14,-0.14,-0.02,0.47,-1.16,-0.17,-0.19
2.55,0.68,-0.3,0.93,-0.52,1.35,1.46,1.02,0.68,-0.06,1.41,1.51
-0.94,0.19,0.56,1.65,0.92,0.79,0.48,-0.44,1.4,0.46,1.26,0.92
1.4,0.25,0.35,-0.2,0.98,0.55,0.29,0.84,-0.47,-0.57,0.5,0.14
1.7,1.54,0.57,0.43,0.32,1.22,1.11,1.39,0.23,1.3,1.09,0.72
-1.02,0.61,0.34,0.05,0.94,0.09,-0.28,0.78,-0.02,0.75,0.22,0.43
-0.85,0.19,-0.3,-0.25,0.12,0.96,-0.07,-0.11,-0.7,-0.51,0.1,-0.22
-3.67,-0.55,-0.4,-1.26,-2.26,-1.67,-1.83,-1.22,0.73,-0.45,-1.27,-0.93
-1.36,0.97,0.03,-0.55,-0.67,-0.13,-0.96,-0.09,0.62,-0.42,0.06,0.09
1.54,1.01,0.38,0.82,0.54,0.41,1.08,0.82,-0.03,0.63,0.52,0.14
1.29,1.39,1.96,2.86,1.78,1.51,1.85,0.79,0.46,1.29,1.39,1.36
1.82,0.3,0.42,0.48,1.16,1,0.27,0.06,-0.14,0.67,0.44,0.28
1.25,-0.31,0.55,-0.1,-0.18,0.09,3.95,0.06,0.08,0.05,0.08,-0.21
2.68,0.71,0.7,0.95,2.29,1.58,0.46,0.73,0.89,0.66,1.21,1.13
0.5,0.53,0.94,0.76,0.59,0.96,0.66,1.49,0.93,0.48,0.26,0.19
0.61,-0.14,0.31,0.35,0.74,0.82,1.34,-0.18,0.35,-0.07,-0.19,0.19
-1.98,0.05,0.34,0.39,0,-0.33,-0.23,-0.27,0.69,-0.6,0.11,-0.37
0.58,1.03,1.24,0.79,1.73,0.86,1.2,0.14,0.58,0.58,1.08,0.65
-0.06,0.59,0.09,0.11,0.45,0.38,-0.26,0.43,-0.68,0.13,0.43,0.15
-1.41,-0.06,-0.89,0.51,-0.94,-0.87,0.68,-1.19,-0.49,-0.02,-0.36,-0.16
0.37,0.57,0.2,-0.7,-0.49,-0.06,0.09,-0.84,0.07,0.6,0.13,0.09
-1.48,-1.18,-0.47,-0.58,-0.46,-0.71,-0.76,-0.06,0.07,0.16,-0.49,-0.31
1.89,0.81,0.86,0.27,0.56,0.44,0.85,0.57,0.76,0.73,1.4,0.72
0.68,-1.93,-0.24,0.67,-1.49,-0.26,-0.16,-0.54,0.51,-1.38,-0.61,-0.52
-1.05,-0.29,-0.44,-1.35,-0.42,-0.57,-0.59,-1.16,-0.42,-0.21,-0.32,-0.17
-2.81,-1.15,-1.67,-1.55,-0.96,-1.64,-2.11,-1.6,-0.46,-1.17,-1.78,-0.84
-1.23,-0.23,-1.22,-0.46,-0.45,-1.3,-1.46,-0.71,0.16,-0.97,0.06,-0.82
-2.6,-0.72,-0.08,-0.11,-1.14,-0.29,-0.59,-0.55,0.24,-0.82,-0.08,-0.22
2.34,1.3,1.54,1.91,1.05,1.37,1.13,2.09,1.22,1.15,1.74,1.49
2.53,-0.28,-0.21,-0.43,-0.69,0.18,-0.53,-0.12,0.54,-0.03,0.47,0.25
1.64,1.19,0.53,-0.72,0.29,0.36,-0.33,1.01,-0.12,0.72,0.65,0.68
0.32,-0.4,0.25,-0.64,-1.2,-0.5,-1.41,-0.3,-0.12,-1.57,-0.07,-0.1
0.1,-0.12,-0.5,0.52,1.17,0.54,0.35,-0.86,0.24,-0.99,0.59,0.48
2.73,0.89,0.79,0.41,1.47,0.41,0.43,0.96,0.07,0.65,0.7,0.46
-1.43,-0.33,-0.37,-0.65,0.15,-0.05,-0.07,-1.4,-0.97,-0.42,0.15,-0.09
2.52,-1.23,-0.14,-0.99,-0.51,-0.41,-0.98,-0.7,0.19,-0.72,-0.35,-0.39
0.32,0.63,0.14,1.17,0.77,1.19,0.69,0.37,1.2,0.28,0.88,1.11
-4.39,-3.55,-2.73,-2.77,-3.24,-3.09,-2.98,-3.27,-0.26,-1.62,-3.01,-2.17
-1.04,0.79,0.9,1.03,0.15,-0.11,-0.19,-0.55,0.42,0.73,-0.18,-0.05
1.69,0.33,0.59,0.16,1.1,0.51,-0.09,1.19,0.63,0.76,0.48,0.76
-0.89,1.23,0.1,0.91,-0.09,-0.6,0.57,0.19,-0.48,0.52,-0.73,-0.5
0.79,1.57,0.51,0.75,0.06,0.69,0.07,0.76,-0.65,0.12,0.42,0.4
-0.28,-0.1,-0.01,-0.73,-0.48,0.26,0.22,0.31,0.53,-0.39,0.44,0.66
2.43,1.05,1.14,1.3,1.23,1.9,2.57,2.3,-0.5,0.48,0.88,1.19
-0.91,-0.59,-0.1,-0.2,-0.37,0.33,-0.06,-0.42,-0.35,-0.89,0.25,-0.05
-1.96,0.41,0.01,0.03,0.46,1.12,1.12,0.37,-0.09,-0.05,0.24,0.27
1.37,1.49,1.09,2.01,0.87,0.07,1.07,1.59,-0.08,1.11,-0.23,0.19
3.11,-0.22,1.04,1.15,0.79,1.17,0.19,0.62,1.18,0.73,1.06,0.52
1.16,-0.47,0.03,0.22,-0.18,0.28,0.67,0.01,-0.82,-0.62,-0.05,0.08
-1.48,-1.25,-0.89,-1.6,-1.8,-0.98,-0.85,-1.12,-0.24,-1.18,-0.72,-0.65
1.38,0.5,1.3,0.83,0.84,0.85,1.06,0.91,0,0.68,0.76,0.48
-1.6,-0.01,0.58,0.74,0.1,0.01,0.39,0.75,0.31,-0.37,-0.3,0
1.99,0.8,-0.19,0.21,0,0.32,1.44,0.39,0.8,-0.53,-0.22,0.65
-1.24,0.12,0.08,0.14,-0.13,-0.51,-0.66,-0.7,-0.03,-0.58,-0.49,-0.09
0.4,0.54,0.04,0.87,0.11,0.88,0.66,-0.02,-1,0.06,-0.1,0.13
-0.33,-0.15,-0.94,0.08,0.24,-0.17,0.14,-0.02,-0.53,-0.24,-1.68,-0.32
-0.86,-0.18,-0.52,0.71,0.27,0.34,0.28,0.32,-0.01,-0.24,0.06,0.11
4.1,-1.34,-1.19,-1.17,-0.56,-0.47,-1.11,-0.34,-0.06,-1.55,0.11,0.11
